State,Year,Drug Related Deaths,"Rate per 100,000"
Pennsylvania,2013,3311,25.920240968212983
Pennsylvania,2014,3657,28.598891282687255
Pennsylvania,2015,4251,33.20444447464687
Pennsylvania,2016,5697,44.56272561493159
Pennsylvania,2017,6425,50.17360849451296
Rhode Island,1999,124,11.918469976028497
Rhode Island,2000,138,13.163931971088953
Rhode Island,2001,171,16.17568879109902
Rhode Island,2002,180,16.88563267182304
Rhode Island,2003,222,20.72167431128435
Rhode Island,2004,187,17.402164010277513
Rhode Island,2005,211,19.75810831563531
Rhode Island,2006,269,25.303453309955074
Rhode Island,2007,221,20.902001768630917
Rhode Island,2008,265,25.118411985558335
Rhode Island,2009,248,23.537317087522755
Rhode Island,2010,266,25.271550409617628
Rhode Island,2011,312,29.677485632101906
Rhode Island,2012,330,31.419833722431477
Rhode Island,2013,367,34.90215508920021
Rhode Island,2014,374,35.444424753097366
Rhode Island,2015,450,42.60161431717186
Rhode Island,2016,470,44.48962823709375
Rhode Island,2017,439,41.4292037193799
South Carolina,1999,596,14.994910284646672
South Carolina,2000,750,18.69386233141875
South Carolina,2001,596,14.66176465161704
South Carolina,2002,524,12.756235401231073
South Carolina,2003,656,15.806097732282774
South Carolina,2004,795,18.87948028471681
South Carolina,2005,864,20.233481259440534
South Carolina,2006,990,22.717640155792527
South Carolina,2007,943,21.21909673702946
South Carolina,2008,903,19.938193807192587
South Carolina,2009,1015,22.113906444449867
South Carolina,2010,1089,23.544092962197137
South Carolina,2011,1044,22.311363194371722
South Carolina,2012,1029,21.783665130237313
South Carolina,2013,1064,22.283473851160217
South Carolina,2014,1165,24.107694555303052
South Carolina,2015,1288,26.306405078606723
South Carolina,2016,1494,30.114173838603755
South Carolina,2017,1682,33.47684057440845
South Dakota,1999,75,9.99450968268098
South Dakota,2000,80,10.598216320193313
South Dakota,2001,86,11.346065553872702
South Dakota,2002,52,6.841925212494408
South Dakota,2003,68,8.903681803362188
South Dakota,2004,139,18.042668965051742
South Dakota,2005,123,15.86087817685008
South Dakota,2006,126,16.09127584661183
South Dakota,2007,98,12.379630202760659
South Dakota,2008,152,19.02082780644806
South Dakota,2009,120,14.868654027484705
South Dakota,2010,134,16.458277039475302
South Dakota,2011,165,20.02227933627964
South Dakota,2012,176,21.119476236989325
South Dakota,2013,174,20.594713786740556
South Dakota,2014,194,22.738594075072523
South Dakota,2015,205,23.8797207586995
South Dakota,2016,225,25.997915544904753
South Dakota,2017,252,28.976641607237717
Tennessee,1999,769,13.637880747816963
Tennessee,2000,807,14.184564206069552
Tennessee,2001,878,15.267470254951101
Tennessee,2002,910,15.700705220467233
Tennessee,2003,1192,20.38369222539986
Tennessee,2004,1277,21.604487642892877
Tennessee,2005,1387,23.151173490754637
Tennessee,2006,1513,24.84904166131528
Tennessee,2007,1514,24.515332364918333
Tennessee,2008,1431,22.905488369502184
Tennessee,2009,1513,23.99295022739386
Tennessee,2010,1673,26.362627154766585
Tennessee,2011,1669,26.064469661441436
Tennessee,2012,1829,28.329169146824245
Tennessee,2013,1901,29.26426167083694
Tennessee,2014,1966,30.01823691870585
Tennessee,2015,2183,33.07425921159026
Tennessee,2016,2478,37.25646853782945
Tennessee,2017,2700,40.20259726646162
Texas,1999,2426,11.800632545035514
Texas,2000,2401,11.514582420143661
Texas,2001,2738,12.842629198585227
Texas,2002,3019,13.918648060828964
Texas,2003,3148,14.289001222871606
Texas,2004,3232,14.432422437004732
Texas,2005,3416,14.996845877072488
Texas,2006,3819,16.348752845727535
Texas,2007,3698,15.516963065977347
Texas,2008,3537,14.550143261525065
Texas,2009,3915,15.785169448250064
Texas,2010,4066,16.169852006881055
Texas,2011,4278,16.66232970917925
Texas,2012,4218,16.18622027695935
Texas,2013,4368,16.515305979504916
Texas,2014,4635,17.194076571993026
Texas,2015,4805,17.49237343439617
Texas,2016,5161,18.52304071020518
Texas,2017,5443,19.23009252631622
Utah,1999,327,14.840148455943819
Utah,2000,335,15.001103812564118
Utah,2001,323,14.143621248710982
Utah,2002,419,18.022939459698943
Utah,2003,479,20.295432002464263
Utah,2004,508,21.1527411121012
Utah,2005,607,24.697697336432686
Utah,2006,620,24.549526095156338
Utah,2007,682,26.253529020928145
Utah,2008,653,24.520949640428253
Utah,2009,681,25.005315006383515
Utah,2010,639,23.119630520083142
Utah,2011,686,24.3502287004716
Utah,2012,815,28.54354045670365
Utah,2013,826,28.474196724295314
Utah,2014,854,29.01897514766037
Utah,2015,933,31.142363995822315
Utah,2016,963,31.561177064758095
Utah,2017,950,30.62705181097757
Vermont,1999,50,8.268795385350671
Vermont,2000,60,9.855016285414411
Vermont,2001,77,12.577116508200444
Vermont,2002,98,15.92351513221392
Vermont,2003,121,19.583787860641117
Vermont,2004,94,15.163246870563945
Vermont,2005,103,16.580410968827216
Vermont,2006,136,21.833640502687462
Vermont,2007,124,19.888336613304975
Vermont,2008,128,20.507857874136228
Vermont,2009,106,16.964967342437866
Vermont,2010,109,17.419347621459995
Vermont,2011,161,25.701154636344626
Vermont,2012,142,22.683307481817412
Vermont,2013,188,30.00175542185979
Vermont,2014,168,26.812988977946315
Vermont,2015,203,32.425939473709434
Vermont,2016,223,35.703192794039005
Vermont,2017,231,37.03959067243694
Virginia,1999,724,10.342600055370053
Virginia,2000,798,11.273551020235177
Virginia,2001,851,11.822133979924878
Virginia,2002,857,11.760874657757862
Virginia,2003,971,13.180440226703572
Virginia,2004,927,12.40038391695622
Virginia,2005,967,12.762130127535515
Virginia,2006,1016,13.239984492537847
Virginia,2007,1157,14.92710617984776
Virginia,2008,1190,15.191173902431304
Virginia,2009,1117,14.092970963559262
Virginia,2010,984,12.298425801497407
Virginia,2011,1311,16.19197382013496
Virginia,2012,1286,15.710003595220885
Virginia,2013,1386,16.778838325723736
Virginia,2014,1552,18.639756559014465
Virginia,2015,1725,20.57737612330107
Virginia,2016,2117,25.16700333626255
Virginia,2017,2251,26.576088368150252
Washington,1999,1156,19.785833753810827
Washington,2000,1114,18.90018884919397
Washington,2001,1149,19.195679318217586
Washington,2002,1257,20.768795718819256
Washington,2003,1381,22.624082278921676
Washington,2004,1510,24.43901535045305
Washington,2005,1542,24.643197031309807
Washington,2006,1624,25.491492136015946
Washington,2007,1720,26.61884766079912
Washington,2008,1836,27.97828970056068
Washington,2009,1845,27.671848176492695
Washington,2010,1811,26.931210164561442
Washington,2011,1917,28.06719376963935
Washington,2012,1993,28.89657144282191
Washington,2013,2082,29.86485079193494
Washington,2014,2097,29.696114014951434
Washington,2015,2289,31.923123428685706
Washington,2016,2230,30.598243688254662
Washington,2017,2461,33.230966832092335
West Virginia,1999,191,10.542008247051687
West Virginia,2000,258,14.267196949253018
West Virginia,2001,343,19.039889957207432
West Virginia,2002,354,19.607691089135233
West Virginia,2003,431,23.782000171053827
West Virginia,2004,480,26.425344547955945
West Virginia,2005,309,16.973433555324604
West Virginia,2006,515,28.174222829107748
West Virginia,2007,562,30.642533581381553
West Virginia,2008,589,32.005477338057176
West Virginia,2009,367,19.861725588883928
West Virginia,2010,650,35.07836506756093
West Virginia,2011,812,43.76499705718123
West Virginia,2012,746,40.20668174686714
West Virginia,2013,742,40.01501371943328
West Virginia,2014,841,45.45145017688775
West Virginia,2015,942,51.08105294209513
West Virginia,2016,1144,62.47603901912619
West Virginia,2017,1285,70.7654842864829
Wisconsin,1999,590,11.063884368531612
Wisconsin,2000,664,12.37957184206724
Wisconsin,2001,683,12.632159109719456
Wisconsin,2002,734,13.479856063051935
Wisconsin,2003,841,15.348947648042971
Wisconsin,2004,895,16.231334418807602
Wisconsin,2005,1021,18.409113611096387
Wisconsin,2006,1055,18.91475898025245
Wisconsin,2007,1125,20.05070600763709
Wisconsin,2008,1084,19.216464610150407
Wisconsin,2009,1109,19.56162210826661
Wisconsin,2010,1128,19.834759572117814
Wisconsin,2011,1214,21.25436839422897
Wisconsin,2012,1269,22.16052743801601
Wisconsin,2013,1457,25.371283572764302
Wisconsin,2014,1501,26.070053237792926
Wisconsin,2015,1532,26.54497562696477
Wisconsin,2016,1845,31.92755197182484
Wisconsin,2017,1983,34.21630259289864
Wyoming,1999,69,14.030664118101589
Wyoming,2000,77,15.593926064538602
Wyoming,2001,68,13.746899366631828
Wyoming,2002,99,19.799326822888023
Wyoming,2003,80,15.890261851652488
Wyoming,2004,126,24.749266361032866
Wyoming,2005,96,18.67133968807193
Wyoming,2006,139,26.59437079440638
Wyoming,2007,143,26.73516852504132
Wyoming,2008,150,27.47036405557804
Wyoming,2009,113,20.18394179880004
Wyoming,2010,161,28.565041357212053
Wyoming,2011,160,28.16118051668726
Wyoming,2012,195,33.82996884173126
Wyoming,2013,192,32.95243521928816
Wyoming,2014,201,34.40879358661173
Wyoming,2015,245,41.80124107031651
Wyoming,2016,231,39.45339119830709
Wyoming,2017,200,34.52353210256941
